LOT_ID,Model,Machine,CZ_Concentration,Press1_Temp,Press1_Time,Press1_Pressure,Press2_Temp,Press2_Time,Press2_Pressure,Press3_Temp,Press3_Time,Press3_Pressure,Cure_Temp,Cure_Time,Anneal_Time,Anneal_Temp
LOT002632,MODEL_C,PRESS_02,10.162,101.715,30.985,5.836,100.101,59.108,10.214,100.291,30.247,6.907,148.974,58.628,82.963,196.914
LOT002633,MODEL_C,PRESS_03,9.798,100.528,31.17,5.024,101.754,58.508,10.311,100.748,31.58,7.04,150.281,60.583,98.916,199.939
LOT002634,MODEL_B,PRESS_02,10.05,99.135,29.618,4.019,99.868,59.366,10.191,100.2,29.611,7.055,148.082,60.775,91.714,199.543
LOT002635,MODEL_A,PRESS_01,10.026,98.561,28.941,5.101,99.234,62.766,9.957,99.114,30.2,6.959,148.893,60.812,93.581,196.138
LOT002636,MODEL_A,PRESS_01,10.16,99.793,30.352,5.23,100.269,60.931,10.177,100.103,30.741,6.639,150.843,61.242,95.248,201.383
LOT002637,MODEL_B,PRESS_01,9.978,100.812,31.756,4.762,100.074,58.222,10.433,98.924,31.022,6.674,149.412,60.919,88.666,201.337
LOT002638,MODEL_C,PRESS_03,10.132,99.779,30.069,4.764,99.869,58.939,9.981,101.195,28.765,7.378,147.082,60.038,85.963,198.987
LOT002639,MODEL_A,PRESS_03,9.971,100.542,30.452,4.993,98.721,62.819,10.008,99.251,30.405,7.278,149.368,56.117,103.465,199.484
LOT002640,MODEL_C,PRESS_03,10.072,99.819,29.765,5.401,99.844,59.527,10.711,99.428,30.147,7.593,150.909,61.728,93.539,200.242
LOT002641,MODEL_A,PRESS_02,9.75,100.717,29.497,5.033,99.421,61.121,10.102,100.813,30.303,6.869,150.193,55.252,78.904,200.69
LOT002642,MODEL_B,PRESS_03,9.56,98.403,30.658,5.488,99.784,61.61,9.664,99.302,30.06,6.838,147.184,57.533,78.299,198.919
LOT002643,MODEL_A,PRESS_02,10.063,101.604,29.894,5.377,100.732,53.162,10.291,99.781,31.713,6.617,151.72,58.591,95.0,198.568
LOT002644,MODEL_B,PRESS_02,10.072,98.888,30.404,4.924,99.325,62.529,10.134,97.362,29.109,7.352,149.589,61.806,84.11,198.19
LOT002645,MODEL_B,PRESS_01,10.079,100.794,30.508,4.476,99.779,58.295,9.782,99.677,29.05,6.703,150.565,59.556,89.132,202.482
LOT002646,MODEL_A,PRESS_02,9.913,99.728,30.348,4.924,100.541,59.279,9.632,100.594,29.179,6.99,151.741,63.75,75.415,202.033
LOT002647,MODEL_B,PRESS_02,10.248,99.884,30.558,5.175,99.731,63.079,10.08,99.374,29.71,7.104,149.794,57.226,86.912,198.179
LOT002648,MODEL_C,PRESS_01,9.923,99.759,29.147,5.02,102.609,62.894,9.98,100.559,30.293,6.479,146.818,57.801,96.082,198.507
LOT002649,MODEL_C,PRESS_02,10.07,100.256,29.086,5.211,100.249,60.986,9.585,99.984,29.544,7.259,152.926,55.499,86.431,198.232
LOT002650,MODEL_A,PRESS_03,10.099,100.458,29.957,5.288,98.758,61.457,9.971,101.088,31.006,7.337,146.321,57.706,82.199,197.525
LOT002651,MODEL_C,PRESS_02,10.286,101.058,29.981,5.177,99.161,61.956,9.95,99.265,29.996,7.092,149.446,58.735,88.371,203.252
LOT002652,MODEL_C,PRESS_02,9.947,101.408,29.478,4.908,99.06,62.86,9.979,99.758,29.904,6.971,152.159,62.93,90.232,198.776
LOT002653,MODEL_C,PRESS_01,9.891,100.332,30.241,5.173,99.175,63.115,10.164,98.53,28.67,6.989,148.838,62.092,87.651,201.266
LOT002654,MODEL_B,PRESS_01,9.75,101.714,30.908,5.745,100.537,60.215,9.413,99.908,31.821,7.467,148.936,60.477,79.478,199.436
LOT002655,MODEL_C,PRESS_01,10.259,100.093,31.188,4.503,98.893,58.525,9.629,99.578,29.953,7.018,149.639,59.378,92.622,199.634
LOT002656,MODEL_B,PRESS_01,10.07,101.077,31.412,5.162,99.669,59.49,9.838,100.96,31.637,6.993,149.699,61.529,86.174,199.518
LOT002657,MODEL_A,PRESS_03,10.076,100.429,28.685,5.611,101.143,60.254,10.442,99.375,29.378,6.771,148.566,62.546,91.162,200.612
LOT002658,MODEL_A,PRESS_03,10.519,99.451,28.837,4.608,99.48,59.894,10.789,99.576,30.831,6.067,148.94,58.707,83.491,199.692
LOT002659,MODEL_C,PRESS_02,10.054,100.181,29.71,5.334,100.671,57.976,10.002,99.325,29.437,7.365,151.791,58.906,98.306,201.242
LOT002660,MODEL_A,PRESS_02,9.783,100.503,30.08,5.378,98.317,60.874,10.015,100.027,31.819,6.999,149.115,59.137,94.75,201.926
LOT002661,MODEL_B,PRESS_02,9.967,99.968,29.762,4.508,99.629,56.864,9.186,101.989,31.121,6.708,150.837,56.531,87.602,198.966
LOT002662,MODEL_C,PRESS_02,9.838,100.413,29.447,5.237,99.114,60.171,10.301,96.502,30.85,7.703,148.479,62.422,92.028,200.34
LOT002663,MODEL_A,PRESS_02,9.934,100.865,29.696,4.91,100.3,60.299,10.15,99.952,29.275,7.146,152.307,58.833,100.905,197.277
LOT002664,MODEL_B,PRESS_02,9.933,99.977,30.483,4.98,98.965,60.23,10.094,101.174,31.907,6.931,151.563,59.421,97.834,199.13
LOT002665,MODEL_A,PRESS_03,9.902,97.056,28.67,4.892,102.07,61.702,9.585,99.485,32.038,7.339,149.851,62.912,100.062,200.03
LOT002666,MODEL_B,PRESS_02,9.768,101.678,32.343,5.438,98.361,61.437,10.66,100.527,29.62,7.123,151.069,58.921,94.034,199.668
LOT002667,MODEL_A,PRESS_02,10.265,99.702,30.021,4.963,101.136,64.445,10.507,101.177,30.162,7.116,152.536,62.532,86.387,199.819
LOT002668,MODEL_C,PRESS_02,10.05,99.177,31.051,4.846,100.878,58.965,10.098,99.724,30.927,6.797,148.33,56.504,93.923,200.861
LOT002669,MODEL_A,PRESS_01,9.962,98.876,29.42,4.851,100.31,60.559,10.331,99.347,28.028,7.232,148.24,61.123,101.328,201.209
LOT002670,MODEL_C,PRESS_01,10.126,99.664,30.574,4.886,100.054,60.43,10.017,100.935,31.146,7.313,150.623,59.109,94.038,196.457
LOT002671,MODEL_C,PRESS_01,10.079,99.437,30.1,4.64,101.855,60.336,10.274,100.495,31.024,6.799,147.845,56.841,84.486,200.305
LOT002672,MODEL_C,PRESS_02,10.046,99.263,30.857,4.843,102.471,57.47,9.564,99.938,29.437,6.368,147.413,57.729,90.442,199.475
LOT002673,MODEL_C,PRESS_03,10.114,99.318,29.801,5.039,99.793,57.633,9.242,100.611,27.808,7.317,147.328,60.281,95.069,199.197
LOT002674,MODEL_A,PRESS_03,10.022,100.53,31.552,5.135,100.158,60.013,9.577,100.96,30.333,7.209,150.247,58.08,91.146,202.327
LOT002675,MODEL_C,PRESS_03,10.112,102.03,28.508,5.401,99.448,56.848,9.731,99.947,28.866,7.281,146.608,60.766,95.089,197.072
LOT002676,MODEL_B,PRESS_01,10.126,100.821,30.949,5.08,98.831,59.332,9.785,100.305,28.412,7.015,149.328,58.509,85.871,199.911
LOT002677,MODEL_C,PRESS_03,10.027,101.123,30.119,4.842,100.463,58.705,10.149,100.522,30.371,7.321,144.283,56.761,88.567,202.398
LOT002678,MODEL_C,PRESS_03,9.963,99.623,28.982,4.663,100.25,59.404,9.914,99.538,31.318,6.782,150.73,61.94,92.275,200.12
LOT002679,MODEL_B,PRESS_02,10.255,100.105,31.952,5.098,98.39,62.265,9.99,101.188,29.781,6.938,150.841,60.589,92.591,198.417
LOT002680,MODEL_B,PRESS_01,9.92,100.426,31.849,4.961,100.456,57.843,9.605,98.969,31.185,6.651,149.646,56.394,85.781,199.639
LOT002681,MODEL_A,PRESS_02,10.065,99.34,27.926,4.972,100.283,61.74,9.576,99.869,30.664,7.386,151.969,61.306,73.669,202.952
LOT002682,MODEL_A,PRESS_03,10.069,99.574,30.177,5.088,99.399,58.857,10.014,100.768,28.627,6.984,151.326,60.244,70.793,201.953
LOT002683,MODEL_B,PRESS_03,9.898,100.855,30.706,5.173,99.333,59.106,9.819,98.944,29.446,7.077,148.681,59.137,89.688,199.137
LOT002684,MODEL_C,PRESS_02,9.865,101.09,30.442,5.09,100.424,60.931,10.002,100.871,31.079,7.144,148.538,59.216,91.22,202.558
LOT002685,MODEL_B,PRESS_02,9.941,100.067,31.516,4.943,101.609,59.452,10.181,100.19,29.438,6.92,151.473,62.681,88.62,201.062
LOT002686,MODEL_B,PRESS_02,9.918,98.805,31.308,4.733,100.398,58.215,10.546,101.325,30.819,7.274,151.141,60.638,90.234,195.763
LOT002687,MODEL_A,PRESS_01,9.757,99.704,30.265,4.796,100.78,59.259,9.993,100.613,29.59,7.553,149.552,62.778,100.674,199.823
LOT002688,MODEL_B,PRESS_02,9.891,98.559,32.277,5.283,99.168,56.447,10.604,99.837,30.721,7.327,147.067,60.952,86.69,203.042
LOT002689,MODEL_B,PRESS_01,10.044,100.075,30.937,4.859,99.586,60.762,10.135,100.232,30.429,6.426,151.549,60.47,92.434,199.739
LOT002690,MODEL_C,PRESS_03,10.211,100.255,29.649,4.551,100.608,53.796,10.23,100.268,29.752,7.037,150.111,58.485,101.226,202.534
LOT002691,MODEL_C,PRESS_03,10.092,99.729,29.448,5.387,98.642,61.776,10.351,102.023,30.693,7.052,149.903,60.316,83.091,197.609
LOT002692,MODEL_B,PRESS_02,9.567,100.242,31.243,4.686,100.207,61.231,10.24,100.085,27.84,7.414,145.268,62.042,101.802,197.819
LOT002693,MODEL_C,PRESS_02,10.107,100.417,29.207,5.012,100.493,63.203,9.733,99.862,28.914,6.817,150.888,60.162,96.474,201.888
LOT002694,MODEL_B,PRESS_03,9.907,100.257,29.59,5.164,99.961,64.364,10.361,99.805,29.536,6.653,149.898,63.873,87.932,201.42
LOT002695,MODEL_C,PRESS_02,10.076,98.798,29.76,5.001,100.319,61.872,9.875,100.189,31.173,7.279,149.1,62.039,73.1,199.956
LOT002696,MODEL_B,PRESS_03,9.998,99.747,30.356,4.174,100.058,58.745,10.101,98.866,28.554,6.994,148.606,57.604,99.271,201.448
LOT002697,MODEL_A,PRESS_02,9.968,100.41,29.807,5.13,99.378,64.345,10.044,99.617,29.965,6.792,150.185,59.03,101.802,199.012
LOT002698,MODEL_B,PRESS_01,9.983,101.579,28.683,5.442,98.822,57.612,10.381,98.988,30.317,6.913,150.78,61.347,85.369,198.123
LOT002699,MODEL_A,PRESS_01,9.996,99.728,31.162,5.262,99.91,56.195,10.131,99.119,30.248,6.53,149.363,56.946,102.221,200.644
LOT002700,MODEL_A,PRESS_01,10.224,100.551,29.596,4.292,101.305,63.705,9.538,100.804,29.901,7.057,150.932,59.767,78.73,199.522
LOT002701,MODEL_C,PRESS_02,9.997,100.878,32.02,5.709,101.024,61.203,10.697,100.026,29.379,6.899,148.08,58.135,91.944,200.694
LOT002702,MODEL_C,PRESS_02,10.181,99.803,30.304,4.558,99.655,56.248,10.278,99.258,29.753,7.178,148.913,60.081,88.816,200.344
LOT002703,MODEL_A,PRESS_02,10.157,101.148,31.267,4.641,99.634,57.289,9.817,99.85,30.975,6.932,151.144,58.151,81.086,199.441
LOT002704,MODEL_C,PRESS_01,10.111,101.202,30.631,5.261,99.56,61.103,9.621,99.754,29.312,7.012,149.326,62.107,88.334,203.14
LOT002705,MODEL_A,PRESS_03,9.702,101.38,31.315,5.151,99.56,58.26,10.316,100.053,27.841,6.848,152.861,58.982,89.794,198.27
LOT002706,MODEL_A,PRESS_02,10.186,100.458,30.57,5.027,100.288,58.548,9.66,98.493,30.466,6.915,150.462,61.329,82.069,200.255
LOT002707,MODEL_C,PRESS_03,9.924,102.36,30.235,4.81,101.057,63.933,10.267,98.909,31.496,6.623,148.053,57.013,94.501,199.845
LOT002708,MODEL_A,PRESS_02,10.119,99.385,31.093,5.444,102.263,64.296,10.356,98.559,28.949,7.344,147.385,59.391,85.456,200.512
LOT002709,MODEL_C,PRESS_02,9.838,102.124,32.486,4.987,99.17,60.294,9.783,99.1,31.361,6.986,151.307,57.441,87.605,200.078
LOT002710,MODEL_C,PRESS_02,9.802,100.768,29.73,4.478,100.651,59.699,9.754,99.277,30.521,6.337,148.988,62.387,99.646,201.8
LOT002711,MODEL_A,PRESS_01,10.329,101.34,30.795,5.411,100.542,61.805,9.843,98.965,28.844,6.472,151.528,58.451,85.637,200.521
LOT002712,MODEL_A,PRESS_01,9.841,99.68,29.995,5.073,99.67,58.877,9.67,100.764,29.296,7.346,149.1,59.825,74.922,198.916
LOT002713,MODEL_C,PRESS_02,10.191,100.844,30.506,5.372,98.974,55.539,10.077,101.84,29.252,6.986,150.403,60.704,88.323,198.289
LOT002714,MODEL_B,PRESS_03,10.02,101.427,30.042,5.191,100.275,54.477,10.124,100.826,30.169,6.993,149.441,58.507,90.726,198.718
LOT002715,MODEL_B,PRESS_01,9.93,98.913,27.842,5.797,102.12,59.853,10.242,99.435,29.819,6.999,150.426,57.599,88.39,198.645
LOT002716,MODEL_B,PRESS_02,9.993,99.837,29.8,4.897,100.269,61.764,9.722,100.21,31.106,7.162,151.216,60.371,95.736,201.131
LOT002717,MODEL_B,PRESS_03,9.783,97.859,31.0,5.005,99.213,60.032,10.28,99.934,30.849,7.51,150.032,56.135,92.668,199.862
LOT002718,MODEL_C,PRESS_03,9.998,99.822,29.235,5.24,99.843,61.62,9.671,99.391,28.455,7.148,151.102,62.684,86.003,200.659
LOT002719,MODEL_B,PRESS_02,9.82,99.184,30.921,4.899,98.86,61.82,10.28,101.325,28.581,7.102,147.169,59.727,94.643,197.704
LOT002720,MODEL_A,PRESS_01,9.934,99.782,30.184,5.268,100.019,62.772,9.504,102.007,30.614,6.81,150.693,57.052,93.091,199.474
LOT002721,MODEL_B,PRESS_01,10.154,102.924,29.809,4.018,100.683,60.373,10.523,98.53,29.485,6.486,150.038,59.471,92.889,200.805
LOT002722,MODEL_C,PRESS_02,10.042,101.718,30.906,4.976,99.307,60.552,9.826,101.44,29.825,7.158,149.563,61.156,88.935,201.733
LOT002723,MODEL_A,PRESS_03,9.753,98.561,30.681,4.966,96.744,59.926,10.2,99.409,30.547,7.185,146.015,58.366,91.903,197.524
LOT002724,MODEL_B,PRESS_01,10.142,100.556,30.421,4.954,100.277,59.483,10.226,99.738,30.858,7.367,147.219,56.116,90.727,202.613
LOT002725,MODEL_C,PRESS_03,9.999,100.799,31.016,4.708,99.498,56.856,9.577,100.283,28.767,7.571,150.379,59.753,87.998,202.402
LOT002726,MODEL_B,PRESS_03,9.91,99.662,30.203,5.302,99.249,62.344,10.278,101.548,27.778,6.613,150.589,61.522,93.195,201.696
LOT002727,MODEL_A,PRESS_01,10.124,100.178,28.355,4.832,99.241,59.232,9.816,100.281,29.887,6.795,150.682,60.466,93.711,202.109
LOT002728,MODEL_A,PRESS_02,9.972,100.276,29.622,5.067,100.4,59.118,9.898,100.412,29.145,7.223,149.988,60.806,93.714,199.369
LOT002729,MODEL_B,PRESS_01,9.806,98.653,28.196,4.988,99.592,58.917,9.777,100.853,30.066,7.0,148.002,61.913,94.113,198.671
LOT002730,MODEL_B,PRESS_03,10.308,98.969,30.657,5.167,100.93,57.319,10.538,101.011,29.911,7.481,148.287,63.166,75.002,200.142
LOT002731,MODEL_C,PRESS_02,9.997,100.172,30.896,5.477,100.952,59.829,9.61,100.511,29.025,6.935,146.485,54.613,96.029,200.502
LOT002732,MODEL_B,PRESS_01,9.986,100.099,30.942,5.065,99.729,61.033,10.143,101.017,32.087,7.667,150.208,57.351,83.573,198.958
LOT002733,MODEL_C,PRESS_01,9.932,99.291,30.489,5.28,99.479,58.589,9.792,99.402,30.017,7.019,153.176,60.336,97.467,200.982
LOT002734,MODEL_A,PRESS_02,10.197,99.206,30.968,5.048,100.128,62.075,10.364,98.266,29.426,7.543,149.847,60.554,80.93,202.349
LOT002735,MODEL_B,PRESS_01,9.913,99.91,28.423,4.831,99.855,59.263,10.774,101.825,30.101,6.198,148.733,56.902,100.546,201.492
LOT002736,MODEL_A,PRESS_01,9.743,100.886,29.892,4.953,98.247,56.935,9.79,98.962,30.53,7.162,150.043,58.436,75.442,200.079
LOT002737,MODEL_B,PRESS_01,9.887,99.924,28.585,4.905,101.914,62.747,10.047,99.466,29.367,7.008,149.774,63.444,92.155,195.933
LOT002738,MODEL_A,PRESS_02,10.221,101.623,29.642,5.189,100.714,60.397,9.872,99.668,32.32,6.302,147.106,59.292,87.562,197.44
LOT002739,MODEL_B,PRESS_03,10.139,99.304,31.616,5.036,99.537,61.727,10.346,99.496,28.477,6.995,150.424,60.421,93.089,199.843
LOT002740,MODEL_B,PRESS_02,9.957,100.193,31.093,4.735,98.084,61.774,9.917,99.274,28.547,6.587,149.819,63.582,101.503,201.07
LOT002741,MODEL_A,PRESS_01,10.229,99.646,30.662,4.926,99.82,58.108,10.302,100.464,28.401,6.827,149.716,60.188,91.578,197.63
LOT002742,MODEL_A,PRESS_02,10.125,100.588,29.818,4.491,99.412,58.956,9.867,100.474,30.004,7.102,153.314,61.575,96.264,200.16
LOT002743,MODEL_B,PRESS_03,9.956,99.218,29.006,4.938,99.939,62.069,10.748,100.62,30.473,6.959,149.831,61.142,100.231,201.186
LOT002744,MODEL_C,PRESS_01,9.972,101.927,30.187,5.0,97.836,63.67,9.269,100.557,29.67,7.119,153.038,59.328,85.873,199.892
LOT002745,MODEL_A,PRESS_01,10.055,98.309,31.111,5.603,99.528,60.127,10.126,99.583,30.47,7.052,148.621,59.214,92.413,198.965
LOT002746,MODEL_B,PRESS_01,9.861,101.715,30.41,5.449,99.589,58.746,9.996,99.582,30.457,7.785,147.483,62.363,99.12,197.529
LOT002747,MODEL_A,PRESS_03,10.001,100.09,28.414,4.655,99.808,63.365,9.984,101.119,29.639,7.086,148.65,59.984,92.352,201.288
LOT002748,MODEL_C,PRESS_01,10.051,100.552,30.105,5.067,99.764,58.747,10.095,99.479,30.427,7.038,151.955,57.982,86.09,198.909
LOT002749,MODEL_B,PRESS_02,9.719,101.335,28.087,5.073,100.052,60.658,10.019,99.459,29.804,7.14,148.736,62.165,93.434,202.744
LOT002750,MODEL_C,PRESS_03,9.968,100.858,30.804,4.923,101.521,59.144,10.073,100.929,29.591,6.991,147.623,54.29,90.766,200.295
LOT002751,MODEL_A,PRESS_02,9.949,99.27,29.307,4.944,99.485,60.538,10.136,99.981,29.501,6.472,150.567,63.157,93.395,200.615
LOT002752,MODEL_A,PRESS_02,10.171,100.6,28.777,4.882,99.089,58.109,10.583,99.495,30.233,7.231,149.361,59.627,86.477,201.388
LOT002753,MODEL_B,PRESS_01,9.693,101.867,30.818,5.624,98.273,59.251,9.078,99.504,31.218,7.43,150.957,60.016,91.615,199.393
LOT002754,MODEL_B,PRESS_01,9.936,99.113,30.559,4.861,99.489,58.745,10.616,101.124,28.795,7.518,148.881,60.166,89.07,200.783
LOT002755,MODEL_C,PRESS_01,9.92,102.118,30.232,5.114,98.599,61.324,10.853,100.586,29.52,7.23,148.461,62.661,86.702,198.924
LOT002756,MODEL_C,PRESS_03,10.16,100.386,32.192,4.157,100.96,60.326,9.416,100.237,30.163,6.91,152.766,60.348,98.732,198.666
LOT002757,MODEL_C,PRESS_01,9.993,99.567,30.635,5.275,99.904,61.76,10.016,98.834,31.757,7.088,148.612,59.955,86.575,198.481
LOT002758,MODEL_B,PRESS_01,10.299,99.107,29.355,5.395,100.939,58.348,10.457,100.241,30.432,7.595,148.608,58.095,84.965,199.185
LOT002759,MODEL_B,PRESS_03,10.11,99.777,30.519,4.649,101.466,59.583,10.306,99.787,29.187,6.925,150.769,58.573,82.09,203.431
LOT002760,MODEL_B,PRESS_02,9.932,98.045,29.714,4.829,99.135,61.25,10.559,99.088,29.076,6.602,145.356,61.284,89.569,198.494
LOT002761,MODEL_A,PRESS_02,10.04,99.585,31.267,5.151,99.653,61.717,10.124,99.398,30.985,7.736,151.221,60.445,88.985,201.023
LOT002762,MODEL_B,PRESS_03,9.941,99.737,30.281,5.006,101.332,57.108,9.322,100.696,29.686,6.661,152.981,63.374,94.814,199.622
LOT002763,MODEL_B,PRESS_02,10.143,98.926,30.38,5.155,100.189,60.636,10.435,101.242,28.769,6.476,151.442,58.37,81.791,198.107
LOT002764,MODEL_A,PRESS_03,9.778,100.748,28.558,4.904,100.522,58.373,10.212,98.943,31.014,7.106,148.265,57.692,78.77,201.319
LOT002765,MODEL_A,PRESS_02,9.863,99.781,30.061,5.621,101.033,61.819,10.489,99.069,30.308,7.136,148.795,60.6,77.635,199.161
LOT002766,MODEL_B,PRESS_03,10.076,99.364,29.944,4.777,100.897,63.721,9.489,100.694,28.806,7.153,150.107,59.829,93.04,199.256
LOT002767,MODEL_B,PRESS_03,10.204,99.675,28.976,5.897,100.41,54.776,9.595,99.591,28.66,7.293,150.609,57.603,96.897,201.805
LOT002768,MODEL_C,PRESS_02,9.633,100.355,29.778,5.414,101.396,58.688,10.005,100.553,27.832,6.946,152.69,58.962,96.354,199.563
LOT002769,MODEL_B,PRESS_01,10.229,100.073,30.436,5.277,99.932,60.528,10.444,99.577,29.378,6.951,152.615,61.41,86.657,200.373
LOT002770,MODEL_C,PRESS_03,9.977,99.299,29.996,4.653,100.519,59.992,10.537,100.577,30.305,6.809,149.641,57.36,90.867,199.954
LOT002771,MODEL_B,PRESS_01,9.686,100.126,28.588,5.303,99.823,61.879,9.758,98.626,30.961,7.046,149.115,57.725,75.021,199.843
LOT002772,MODEL_A,PRESS_01,9.5,99.949,29.727,5.201,101.021,60.158,9.865,100.549,30.425,7.181,148.697,58.543,100.786,197.801
LOT002773,MODEL_A,PRESS_02,9.745,98.861,29.532,4.293,99.299,58.941,10.957,97.901,28.695,7.302,151.074,58.585,97.712,201.43
LOT002774,MODEL_C,PRESS_03,9.997,99.711,30.194,4.532,98.317,57.959,9.816,100.925,29.716,6.701,151.8,61.586,96.026,200.37
LOT002775,MODEL_B,PRESS_01,9.989,100.579,30.086,5.119,100.655,57.623,10.225,99.966,31.429,6.585,150.114,58.89,84.016,201.356
LOT002776,MODEL_A,PRESS_03,10.106,100.572,29.588,4.956,98.98,58.515,9.849,100.441,29.488,7.295,149.998,63.263,87.576,200.192
LOT002777,MODEL_B,PRESS_03,9.908,99.77,29.549,4.828,98.881,58.87,10.158,100.237,30.769,6.824,153.522,57.914,88.732,201.76
LOT002778,MODEL_C,PRESS_03,9.815,100.677,30.067,5.36,101.265,60.768,9.711,98.294,30.645,6.672,151.133,60.73,101.335,200.253
LOT002779,MODEL_B,PRESS_02,9.931,99.02,30.963,4.705,100.966,59.687,9.721,101.367,30.76,6.383,146.578,59.92,96.667,202.287
LOT002780,MODEL_A,PRESS_01,10.006,99.051,30.279,4.848,99.657,58.698,9.876,100.334,30.431,7.469,149.943,60.006,88.753,198.491
LOT002781,MODEL_A,PRESS_02,10.038,99.749,31.423,4.784,96.955,57.981,9.818,100.756,30.757,7.092,150.336,55.076,93.897,198.682
LOT002782,MODEL_C,PRESS_01,9.868,101.498,31.133,5.17,100.533,58.595,9.899,99.201,28.518,7.182,149.551,57.805,83.922,202.978
LOT002783,MODEL_C,PRESS_03,10.15,100.163,31.497,4.427,100.663,58.872,10.175,100.241,31.515,7.146,152.103,59.665,80.768,201.378
LOT002784,MODEL_C,PRESS_02,9.896,99.725,31.369,4.834,100.517,58.504,10.63,98.69,28.193,7.071,149.45,56.061,89.541,203.109
LOT002785,MODEL_C,PRESS_02,9.855,101.544,31.563,4.426,100.471,61.346,9.803,100.149,30.312,6.992,148.359,54.154,82.418,201.022
LOT002786,MODEL_A,PRESS_02,9.91,99.713,28.847,4.896,99.819,62.736,9.671,99.06,29.952,6.977,148.816,57.531,78.721,199.537
LOT002787,MODEL_A,PRESS_03,10.179,102.235,30.647,5.241,99.59,57.648,10.003,105.007,29.374,6.674,151.124,60.675,90.222,203.112
LOT002788,MODEL_A,PRESS_02,9.978,99.489,31.218,5.247,98.894,62.239,9.716,100.605,29.025,6.412,147.742,60.954,88.235,196.969
LOT002789,MODEL_A,PRESS_03,9.884,98.988,31.399,4.757,99.303,61.386,9.455,101.331,30.55,7.749,149.178,57.553,83.276,201.333
LOT002790,MODEL_C,PRESS_03,10.154,99.834,29.229,5.178,100.321,60.36,10.355,99.75,30.801,7.013,151.412,59.597,87.332,195.767
LOT002791,MODEL_C,PRESS_03,10.357,99.751,30.657,4.938,100.338,63.053,10.027,100.399,29.897,6.854,147.733,60.847,92.525,202.51
LOT002792,MODEL_A,PRESS_02,10.035,99.192,30.075,5.454,100.79,59.659,10.059,100.905,29.711,6.733,148.271,62.65,88.495,198.287
LOT002793,MODEL_C,PRESS_03,10.206,102.602,31.847,4.957,98.594,60.804,9.358,98.927,31.281,7.35,147.175,62.572,90.934,199.49
LOT002794,MODEL_B,PRESS_01,10.173,100.319,28.613,4.009,98.341,60.247,9.805,99.327,29.578,7.048,148.507,61.823,88.867,198.388
LOT002795,MODEL_A,PRESS_01,9.899,100.464,29.231,5.298,99.62,60.099,9.528,100.973,29.958,6.712,149.129,58.921,101.534,200.987
LOT002796,MODEL_C,PRESS_02,10.004,99.538,28.189,4.847,98.98,60.918,9.993,99.782,29.796,6.899,149.605,59.901,98.861,199.692
LOT002797,MODEL_C,PRESS_03,9.786,99.422,30.145,4.909,100.186,60.093,10.045,99.252,32.471,7.104,148.472,60.143,90.775,202.304
LOT002798,MODEL_B,PRESS_01,9.966,101.026,32.264,5.112,98.69,60.932,10.045,99.369,29.16,6.871,149.363,59.567,84.537,198.902
LOT002799,MODEL_C,PRESS_02,9.896,98.324,29.956,4.525,101.18,58.66,9.778,98.778,30.831,7.272,151.633,57.247,86.264,198.032
LOT002800,MODEL_B,PRESS_01,9.933,98.857,30.101,5.025,99.178,58.723,9.716,98.041,28.301,7.708,150.557,62.882,81.391,199.215
LOT002801,MODEL_C,PRESS_02,9.875,99.753,30.55,5.178,101.593,58.651,9.936,98.304,29.042,6.859,153.557,60.866,84.683,202.73
LOT002802,MODEL_B,PRESS_01,9.952,101.351,29.884,5.121,100.524,59.27,10.119,100.046,29.691,6.905,148.878,61.74,94.453,201.738
LOT002803,MODEL_C,PRESS_03,10.089,99.625,30.366,4.8,98.945,62.027,9.807,100.672,29.869,6.723,149.251,61.321,86.042,201.928
LOT002804,MODEL_A,PRESS_03,9.98,100.416,30.392,5.331,102.095,59.076,9.688,102.519,29.726,6.949,150.257,59.133,88.834,199.082
LOT002805,MODEL_A,PRESS_03,9.689,100.028,29.154,4.668,100.265,61.305,9.702,99.959,29.901,6.347,149.143,57.002,97.876,197.8
LOT002806,MODEL_C,PRESS_03,9.876,101.296,29.906,4.791,100.166,60.531,9.781,98.72,29.311,7.366,149.956,61.502,93.687,202.369
LOT002807,MODEL_A,PRESS_01,9.747,98.415,30.742,4.955,99.935,59.117,9.849,99.972,31.288,6.555,146.804,61.373,90.459,197.704
LOT002808,MODEL_A,PRESS_02,10.041,100.736,30.929,5.098,100.467,62.618,9.634,100.703,29.0,6.731,149.382,60.579,89.239,200.01
LOT002809,MODEL_C,PRESS_01,10.084,99.801,31.299,4.892,100.525,61.472,9.851,101.03,30.744,7.028,151.463,64.305,88.68,198.891
LOT002810,MODEL_A,PRESS_02,10.043,100.925,30.335,5.41,99.135,60.004,10.412,100.933,30.678,7.459,153.173,58.867,96.208,200.126
LOT002811,MODEL_B,PRESS_02,9.869,99.181,30.356,5.098,99.786,59.838,9.902,100.573,29.052,6.715,152.415,59.371,91.986,197.151
LOT002812,MODEL_A,PRESS_03,10.041,100.024,30.75,5.025,100.116,60.187,9.587,100.095,29.633,6.938,150.21,60.413,88.29,201.418
LOT002813,MODEL_A,PRESS_01,9.922,99.897,29.405,5.087,100.583,56.941,9.247,100.737,29.998,7.098,150.802,59.006,81.508,202.284
